work_id,district_lgd,constituency_code,work_title,work_description,category,sanctioned_amount,released_amount,expenditure,recommended_date,sanction_date,completion_date,status,physical_progress_pct,has_uc,agency_name,location_name,latitude,longitude,is_scsp,is_tsp,payment_history
ESK-1069,DIST_103,204,Work 70: DRINKING_WATER Project at Location 69,Synthetic work description for demo data import,DRINKING_WATER,1932760,0,0,2026-05-22,,,CANCELLED,0,false,Rural Development Agency (DRDA),Location 69,28.695258,77.164639,false,false,
ESK-1070,DIST_102,204,Work 71: ROADS_BRIDGES Project at Location 70,Synthetic work description for demo data import,ROADS_BRIDGES,3663964,3971081,0,2026-01-19,2026-01-28,,NOT_STARTED,0,false,Irrigation & Flood Control Dept,Location 70,28.546384,77.346102,false,false,MOBILISATION_ADVANCE:2026-02-17:549595|RUNNING_BILL:2026-06-09:0|RUNNING_BILL:2026-09-05:3421486
ESK-1071,DIST_104,201,Work 72: OTHER Project at Location 71,Synthetic work description for demo data import,OTHER,1698717,254808,1698717,2023-06-07,2023-07-13,2024-06-14,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 71,28.678466,77.162389,false,false,MOBILISATION_ADVANCE:2023-08-26:254808
ESK-1072,DIST_104,202,Work 73: OTHER Project at Location 72,Synthetic work description for demo data import,OTHER,933250,727937,0,2025-10-02,2025-11-07,,IN_PROGRESS,90,false,Public Works Department (PWD),Location 72,28.576767,77.293155,false,false,MOBILISATION_ADVANCE:2025-12-13:139988|RUNNING_BILL:2026-02-26:195983|RUNNING_BILL:2026-04-28:195983|RUNNING_BILL:2026-06-18:195983
ESK-1073,DIST_104,204,Work 74: OTHER Project at Location 73,Synthetic work description for demo data import,OTHER,1842047,740503,0,2023-10-12,2023-10-23,,IN_PROGRESS,36,false,Municipal Corporation,Location 73,28.691622,77.159757,false,false,MOBILISATION_ADVANCE:2023-11-17:276307|RUNNING_BILL:2024-02-27:154732|RUNNING_BILL:2024-04-17:154732|RUNNING_BILL:2024-06-04:154732
ESK-1074,DIST_103,203,Work 75: OTHER Project at Location 74,Synthetic work description for demo data import,OTHER,738428,738428,738428,2023-06-20,2023-08-08,2024-03-09,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 74,28.544347,77.177826,true,false,MOBILISATION_ADVANCE:2023-09-01:110764|RUNNING_BILL:2023-12-27:258450|RUNNING_BILL:2024-03-10:258450|FINAL_BILL:2024-05-24:73843|RETENTION_RELEASE:2024-11-20:36921
ESK-1075,DIST_103,202,Work 76: ROADS_BRIDGES Project at Location 75,Synthetic work description for demo data import,ROADS_BRIDGES,1189741,1189742,1189741,2022-10-14,2022-11-26,2024-03-28,COMPLETED,100,false,Rural Development Agency (DRDA),Location 75,28.523926,77.338886,false,false,MOBILISATION_ADVANCE:2022-12-27:178461|RUNNING_BILL:2023-03-16:208205|RUNNING_BILL:2023-06-02:208205|RUNNING_BILL:2023-07-29:208205|RUNNING_BILL:2023-10-06:208205|FINAL_BILL:2023-12-20:118974|RETENTION_RELEASE:2024-06-17:59487
ESK-1076,DIST_104,202,Work 77: DRINKING_WATER Project at Location 76,Synthetic work description for demo data import,DRINKING_WATER,2182247,0,2182247,2024-12-05,2024-12-26,2025-11-11,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 76,28.707077,77.279906,false,false,
ESK-1077,DIST_103,204,Work 78: OTHER Project at Location 77,Synthetic work description for demo data import,OTHER,2902530,3591460,0,2025-03-10,2025-04-15,,NOT_STARTED,0,false,Municipal Corporation,Location 77,28.541169,77.199237,false,false,MOBILISATION_ADVANCE:2025-05-02:435380|RUNNING_BILL:2025-09-09:0|RUNNING_BILL:2025-11-18:0|RUNNING_BILL:2026-01-11:0|RUNNING_BILL:2026-09-05:3156080
ESK-1078,DIST_101,202,Work 79: EDUCATION Project at Location 78,Synthetic work description for demo data import,EDUCATION,1866707,1866707,1866707,2023-01-15,2023-02-14,2024-11-20,COMPLETED,100,false,Public Works Department (PWD),Location 78,28.719899,77.399196,false,false,MOBILISATION_ADVANCE:2023-03-09:280006|RUNNING_BILL:2023-06-10:435565|RUNNING_BILL:2023-09-04:435565|RUNNING_BILL:2023-10-24:435565|FINAL_BILL:2024-01-07:186671|RETENTION_RELEASE:2024-07-05:93335
ESK-1079,DIST_103,201,Work 80: DRINKING_WATER Project at Location 79,Synthetic work description for demo data import,DRINKING_WATER,747628,747628,747628,2023-05-26,2023-07-06,2024-08-09,COMPLETED,100,false,Public Works Department (PWD),Location 79,28.631737,77.380170,false,false,MOBILISATION_ADVANCE:2023-08-19:112144|RUNNING_BILL:2023-11-09:261670|RUNNING_BILL:2024-01-19:261670|FINAL_BILL:2024-04-03:74763|RETENTION_RELEASE:2024-09-30:37381
ESK-1080,DIST_103,201,Work 81: DRINKING_WATER Project at Location 80,Synthetic work description for demo data import,DRINKING_WATER,635902,635902,635902,2024-02-20,2024-03-07,2025-06-17,COMPLETED,100,false,Rural Development Agency (DRDA),Location 80,28.733358,77.155533,false,false,MOBILISATION_ADVANCE:2024-03-20:95385|RUNNING_BILL:2024-08-03:222566|RUNNING_BILL:2024-09-28:222566|FINAL_BILL:2024-12-12:63590|RETENTION_RELEASE:2025-06-10:31795
ESK-1081,DIST_102,201,Work 82: DRINKING_WATER Project at Location 81,Synthetic work description for demo data import,DRINKING_WATER,1260489,1382978,261007,2024-09-04,2024-09-13,,IN_PROGRESS,4,false,Public Works Department (PWD),Location 81,28.720950,77.204735,false,true,MOBILISATION_ADVANCE:2024-09-26:189073|RUNNING_BILL:2026-09-05:1193905
ESK-1082,DIST_101,202,Work 83: ROADS_BRIDGES Project at Location 82,Synthetic work description for demo data import,ROADS_BRIDGES,2762585,3068586,2762585,2025-11-15,2025-12-10,2026-09-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 82,28.747332,77.273318,true,false,MOBILISATION_ADVANCE:2026-01-04:414388|RUNNING_BILL:2026-04-15:966905|RUNNING_BILL:2026-06-06:966905|FINAL_BILL:2026-08-20:276259|RUNNING_BILL:2026-09-05:444129
ESK-1083,DIST_102,201,Work 84: OTHER Project at Location 83,Synthetic work description for demo data import,OTHER,1024200,1158459,1024200,2026-03-26,2026-04-06,2026-09-05,COMPLETED,100,true,Rural Development Agency (DRDA),Location 83,28.540732,77.344500,false,false,MOBILISATION_ADVANCE:2026-04-18:153630|RUNNING_BILL:2026-08-13:179235|RUNNING_BILL:2026-09-05:825594
ESK-1084,DIST_104,203,Work 85: DRINKING_WATER Project at Location 84,Synthetic work description for demo data import,DRINKING_WATER,1941854,0,1941854,2026-02-11,2026-02-23,2026-09-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 84,28.698825,77.376014,false,false,
ESK-1085,DIST_104,202,Work 86: SANITATION Project at Location 85,Synthetic work description for demo data import,SANITATION,1729992,1976301,0,2024-09-25,2024-10-28,,NOT_STARTED,0,false,Irrigation & Flood Control Dept,Location 85,28.547967,77.326864,false,false,MOBILISATION_ADVANCE:2024-11-24:259499|RUNNING_BILL:2025-03-15:0|RUNNING_BILL:2026-09-05:1716802
ESK-1086,DIST_102,203,Work 87: HEALTH Project at Location 86,Synthetic work description for demo data import,HEALTH,1722752,258413,1722752,2024-09-27,2024-11-16,2025-11-14,COMPLETED,100,false,Rural Development Agency (DRDA),Location 86,28.660718,77.374746,false,false,MOBILISATION_ADVANCE:2024-12-13:258413
ESK-1087,DIST_102,204,Work 88: DRINKING_WATER Project at Location 87,Synthetic work description for demo data import,DRINKING_WATER,1618628,662020,0,2024-03-05,2024-04-03,,IN_PROGRESS,37,false,Rural Development Agency (DRDA),Location 87,28.626053,77.309842,true,false,MOBILISATION_ADVANCE:2024-04-24:242794|RUNNING_BILL:2024-08-27:139742|RUNNING_BILL:2024-11-01:139742|RUNNING_BILL:2025-01-06:139742
ESK-1088,DIST_102,202,Work 89: SANITATION Project at Location 88,Synthetic work description for demo data import,SANITATION,3946525,4458183,0,2025-08-26,2025-09-26,,NOT_STARTED,0,false,Rural Development Agency (DRDA),Location 88,28.547752,77.348627,true,false,MOBILISATION_ADVANCE:2025-10-14:591979|RUNNING_BILL:2026-01-25:0|RUNNING_BILL:2026-04-01:0|RUNNING_BILL:2026-05-16:0|RUNNING_BILL:2026-09-05:3866204
ESK-1089,DIST_102,203,Work 90: DRINKING_WATER Project at Location 89,Synthetic work description for demo data import,DRINKING_WATER,751987,751988,751987,2024-09-11,2024-09-27,2025-02-16,COMPLETED,100,false,Rural Development Agency (DRDA),Location 89,28.500377,77.270842,false,false,MOBILISATION_ADVANCE:2024-10-22:112798|RUNNING_BILL:2025-02-04:175464|RUNNING_BILL:2025-03-22:175464|RUNNING_BILL:2025-05-26:175464|FINAL_BILL:2025-08-09:75199|RETENTION_RELEASE:2026-02-05:37599
ESK-1090,DIST_104,204,Work 91: SANITATION Project at Location 90,Synthetic work description for demo data import,SANITATION,568577,0,568577,2024-06-17,2024-07-27,2025-10-13,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 90,28.572385,77.396461,true,false,
ESK-1091,DIST_101,201,Work 92: EDUCATION Project at Location 91,Synthetic work description for demo data import,EDUCATION,3020213,3020212,3020213,2024-12-14,2024-12-25,2025-06-25,COMPLETED,100,false,Municipal Corporation,Location 91,28.577027,77.283709,true,false,MOBILISATION_ADVANCE:2025-01-13:453032|RUNNING_BILL:2025-04-30:528537|RUNNING_BILL:2025-06-18:528537|RUNNING_BILL:2025-08-10:528537|RUNNING_BILL:2025-11-03:528537|FINAL_BILL:2026-01-17:302021|RETENTION_RELEASE:2026-07-16:151011
ESK-1092,DIST_102,202,Work 93: ROADS_BRIDGES Project at Location 92,Synthetic work description for demo data import,ROADS_BRIDGES,4483199,5301326,0,2024-02-01,2024-03-08,,ON_HOLD,84,false,Public Works Department (PWD),Location 92,28.516519,77.217258,false,false,MOBILISATION_ADVANCE:2024-04-17:672480|RUNNING_BILL:2026-09-05:4628846
ESK-1093,DIST_103,204,Work 94: DRINKING_WATER Project at Location 93,Synthetic work description for demo data import,DRINKING_WATER,1295264,1448946,1295264,2022-11-08,2022-11-25,2024-10-17,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 93,28.638540,77.265231,false,false,MOBILISATION_ADVANCE:2022-12-16:194290|RUNNING_BILL:2023-03-21:453342|RUNNING_BILL:2023-06-01:453342|FINAL_BILL:2023-08-15:129526|RETENTION_RELEASE:2024-02-11:64763|RUNNING_BILL:2026-09-05:153683
ESK-1094,DIST_103,202,Work 95: DRINKING_WATER Project at Location 94,Synthetic work description for demo data import,DRINKING_WATER,1959968,870226,0,2023-06-19,2023-07-02,,ON_HOLD,42,false,Municipal Corporation,Location 94,28.602788,77.330582,false,false,MOBILISATION_ADVANCE:2023-07-31:293995|RUNNING_BILL:2023-11-22:192077|RUNNING_BILL:2024-02-09:192077|RUNNING_BILL:2024-05-03:192077
ESK-1095,DIST_101,201,Work 96: HEALTH Project at Location 95,Synthetic work description for demo data import,HEALTH,2762177,2762178,2762177,2024-10-18,2024-11-30,2025-11-02,COMPLETED,100,true,Rural Development Agency (DRDA),Location 95,28.636666,77.205628,false,false,MOBILISATION_ADVANCE:2025-01-01:414327|RUNNING_BILL:2025-03-26:483381|RUNNING_BILL:2025-05-12:483381|RUNNING_BILL:2025-07-03:483381|RUNNING_BILL:2025-08-24:483381|FINAL_BILL:2025-11-07:276218|RETENTION_RELEASE:2026-05-06:138109
ESK-1096,DIST_103,201,Work 97: OTHER Project at Location 96,Synthetic work description for demo data import,OTHER,1969267,1969268,1969267,2024-09-24,2024-10-31,2025-05-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 96,28.607017,77.348688,true,false,MOBILISATION_ADVANCE:2024-12-09:295390|RUNNING_BILL:2025-02-27:459496|RUNNING_BILL:2025-05-21:459496|RUNNING_BILL:2025-07-28:459496|FINAL_BILL:2025-10-11:196927|RETENTION_RELEASE:2026-04-09:98463
ESK-1097,DIST_101,204,Work 98: ROADS_BRIDGES Project at Location 97,Synthetic work description for demo data import,ROADS_BRIDGES,371569,105153,0,2024-08-31,2024-10-10,,IN_PROGRESS,19,false,Rural Development Agency (DRDA),Location 97,28.702500,77.396189,false,false,MOBILISATION_ADVANCE:2024-10-24:55735|RUNNING_BILL:2025-01-24:24709|RUNNING_BILL:2025-04-20:24709
ESK-1098,DIST_104,203,Work 99: ROADS_BRIDGES Project at Location 98,Synthetic work description for demo data import,ROADS_BRIDGES,1641703,1559617,1641703,2025-07-26,2025-08-10,2026-06-01,COMPLETED,100,true,Rural Development Agency (DRDA),Location 98,28.676092,77.166314,false,false,MOBILISATION_ADVANCE:2025-08-24:246255|RUNNING_BILL:2025-12-15:574596|RUNNING_BILL:2026-02-02:574596|FINAL_BILL:2026-04-18:164170
ESK-1099,DIST_101,204,Work 100: SANITATION Project at Location 99,Synthetic work description for demo data import,SANITATION,2623125,0,0,2022-11-07,2022-12-11,,CANCELLED,0,false,Municipal Corporation,Location 99,28.618462,77.212873,false,false,
ESK-1100,DIST_102,204,Work 101: ROADS_BRIDGES Project at Location 100,Synthetic work description for demo data import,ROADS_BRIDGES,2385472,791977,0,2025-09-14,2025-11-01,,IN_PROGRESS,26,false,Rural Development Agency (DRDA),Location 100,28.635726,77.328448,false,false,MOBILISATION_ADVANCE:2025-12-05:357821|RUNNING_BILL:2026-03-29:217078|RUNNING_BILL:2026-06-04:217078
ESK-1101,DIST_104,204,Work 102: EDUCATION Project at Location 101,Synthetic work description for demo data import,EDUCATION,1270817,0,1270817,2025-03-27,2025-04-18,2026-07-25,COMPLETED,100,false,Municipal Corporation,Location 101,28.683104,77.228040,false,false,
ESK-1102,DIST_103,201,Work 103: EDUCATION Project at Location 102,Synthetic work description for demo data import,EDUCATION,3349756,502463,0,2024-01-24,2024-02-09,,IN_PROGRESS,17,false,Irrigation & Flood Control Dept,Location 102,28.526218,77.363775,false,false,MOBILISATION_ADVANCE:2024-03-21:502463
ESK-1103,DIST_104,203,Work 104: EDUCATION Project at Location 103,Synthetic work description for demo data import,EDUCATION,473536,449860,473536,2025-06-17,2025-07-26,2026-09-05,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 103,28.727869,77.254861,false,false,MOBILISATION_ADVANCE:2025-08-06:71030|RUNNING_BILL:2025-11-13:110492|RUNNING_BILL:2026-01-06:110492|RUNNING_BILL:2026-03-31:110492|FINAL_BILL:2026-06-14:47354
ESK-1104,DIST_101,201,Work 105: OTHER Project at Location 104,Synthetic work description for demo data import,OTHER,4083297,0,0,2023-10-03,2023-10-18,,IN_PROGRESS,49,false,Municipal Corporation,Location 104,28.519828,77.210218,false,false,
ESK-1105,DIST_102,204,Work 106: ROADS_BRIDGES Project at Location 105,Synthetic work description for demo data import,ROADS_BRIDGES,124160,124160,124160,2024-09-22,2024-11-09,2025-06-02,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 105,28.647841,77.314705,false,false,MOBILISATION_ADVANCE:2024-11-29:18624|RUNNING_BILL:2025-04-02:43456|RUNNING_BILL:2025-05-26:43456|FINAL_BILL:2025-08-09:12416|RETENTION_RELEASE:2026-02-05:6208
ESK-1106,DIST_104,204,Work 107: SANITATION Project at Location 106,Synthetic work description for demo data import,SANITATION,1285483,0,172128,2024-06-20,2024-07-31,,IN_PROGRESS,48,false,Irrigation & Flood Control Dept,Location 106,28.524908,77.155320,false,false,
ESK-1107,DIST_101,202,Work 108: EDUCATION Project at Location 107,Synthetic work description for demo data import,EDUCATION,2494785,2494786,2494785,2023-08-04,2023-08-15,2024-02-07,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 107,28.562975,77.216858,false,false,MOBILISATION_ADVANCE:2023-09-08:374218|RUNNING_BILL:2023-12-08:873175|RUNNING_BILL:2024-02-08:873175|FINAL_BILL:2024-04-23:249479|RETENTION_RELEASE:2024-10-20:124739
ESK-1108,DIST_103,202,Work 109: ROADS_BRIDGES Project at Location 108,Synthetic work description for demo data import,ROADS_BRIDGES,2183267,0,0,2026-07-08,,,NOT_STARTED,0,false,Municipal Corporation,Location 108,28.724276,77.182676,true,false,
ESK-1109,DIST_103,204,Work 110: OTHER Project at Location 109,Synthetic work description for demo data import,OTHER,2906334,2906334,2906334,2024-08-02,2024-09-02,2026-04-30,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 109,28.533478,77.269460,false,false,MOBILISATION_ADVANCE:2024-09-20:435950|RUNNING_BILL:2025-01-09:1017217|RUNNING_BILL:2025-04-06:1017217|FINAL_BILL:2025-06-20:290633|RETENTION_RELEASE:2025-12-17:145317
ESK-1110,DIST_104,204,Work 111: DRINKING_WATER Project at Location 110,Synthetic work description for demo data import,DRINKING_WATER,848727,848726,848727,2023-11-23,2023-12-12,2024-06-13,COMPLETED,100,true,Municipal Corporation,Location 110,28.720116,77.389096,false,false,MOBILISATION_ADVANCE:2023-12-31:127309|RUNNING_BILL:2024-04-21:148527|RUNNING_BILL:2024-07-10:148527|RUNNING_BILL:2024-09-04:148527|RUNNING_BILL:2024-10-31:148527|FINAL_BILL:2025-01-14:84873|RETENTION_RELEASE:2025-07-13:42436
ESK-1111,DIST_101,203,Work 112: DRINKING_WATER Project at Location 111,Synthetic work description for demo data import,DRINKING_WATER,963079,963078,963079,2023-09-24,2023-10-30,2025-05-29,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 111,28.536173,77.259773,true,false,MOBILISATION_ADVANCE:2023-11-15:144462|RUNNING_BILL:2024-03-05:224718|RUNNING_BILL:2024-04-25:224718|RUNNING_BILL:2024-07-12:224718|FINAL_BILL:2024-09-25:96308|RETENTION_RELEASE:2025-03-24:48154
ESK-1112,DIST_101,201,Work 113: DRINKING_WATER Project at Location 112,Synthetic work description for demo data import,DRINKING_WATER,1652593,1569964,1652593,2025-02-21,2025-03-31,2026-09-05,COMPLETED,100,true,Public Works Department (PWD),Location 112,28.591890,77.359270,false,false,MOBILISATION_ADVANCE:2025-04-19:247889|RUNNING_BILL:2025-08-06:289204|RUNNING_BILL:2025-09-20:289204|RUNNING_BILL:2025-12-16:289204|RUNNING_BILL:2026-03-01:289204|FINAL_BILL:2026-05-15:165259
ESK-1113,DIST_103,203,Work 114: EDUCATION Project at Location 113,Synthetic work description for demo data import,EDUCATION,2804901,2804902,2804901,2024-04-27,2024-06-07,2024-11-28,COMPLETED,100,true,Rural Development Agency (DRDA),Location 113,28.667790,77.171000,true,false,MOBILISATION_ADVANCE:2024-07-21:420735|RUNNING_BILL:2024-11-03:490858|RUNNING_BILL:2025-01-05:490858|RUNNING_BILL:2025-03-18:490858|RUNNING_BILL:2025-06-04:490858|FINAL_BILL:2025-08-18:280490|RETENTION_RELEASE:2026-02-14:140245
ESK-1114,DIST_103,204,Work 115: ROADS_BRIDGES Project at Location 114,Synthetic work description for demo data import,ROADS_BRIDGES,2527268,2527268,2527268,2025-01-27,2025-03-12,2025-10-11,COMPLETED,100,false,Rural Development Agency (DRDA),Location 114,28.698062,77.243795,false,false,MOBILISATION_ADVANCE:2025-03-29:379090|RUNNING_BILL:2025-07-24:589696|RUNNING_BILL:2025-09-26:589696|RUNNING_BILL:2025-11-13:589696|FINAL_BILL:2026-01-27:252727|RETENTION_RELEASE:2026-07-26:126363
ESK-1115,DIST_101,201,Work 116: OTHER Project at Location 115,Synthetic work description for demo data import,OTHER,1143282,171492,1143282,2024-11-21,2024-12-14,2026-06-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 115,28.530611,77.319541,true,false,MOBILISATION_ADVANCE:2025-01-23:171492
ESK-1116,DIST_101,204,Work 117: HEALTH Project at Location 116,Synthetic work description for demo data import,HEALTH,920802,920802,920802,2023-01-11,2023-02-18,2024-07-23,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 116,28.664338,77.361772,false,false,MOBILISATION_ADVANCE:2023-03-17:138120|RUNNING_BILL:2023-07-16:214854|RUNNING_BILL:2023-09-17:214854|RUNNING_BILL:2023-11-17:214854|FINAL_BILL:2024-01-31:92080|RETENTION_RELEASE:2024-07-29:46040
ESK-1117,DIST_103,203,Work 118: DRINKING_WATER Project at Location 117,Synthetic work description for demo data import,DRINKING_WATER,2575849,0,762881,2023-10-18,2023-11-20,,IN_PROGRESS,27,false,Municipal Corporation,Location 117,28.740217,77.334490,false,false,
ESK-1118,DIST_103,201,Work 119: SANITATION Project at Location 118,Synthetic work description for demo data import,SANITATION,2525307,2525306,2525307,2024-07-20,2024-08-10,2025-02-12,COMPLETED,100,true,Public Works Department (PWD),Location 118,28.677126,77.366424,false,false,MOBILISATION_ADVANCE:2024-08-24:378796|RUNNING_BILL:2024-11-26:883857|RUNNING_BILL:2025-02-16:883857|FINAL_BILL:2025-05-02:252531|RETENTION_RELEASE:2025-10-29:126265
